Museum,Catalog number,Genus,Species,Subspecies,Locale,Name,Group,BillCulmen,BillNareTip,BillDepth,BillWidth,Tarsus,Wing,Tail
Field Museum,223710,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,9.9,7.6,3.1,3.3,18.3,55,38
Field Museum,223709,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,9.7,8.4,3.2,3.3,17.9,54.5,44
Field Museum,223705,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,10.1,8,3.3,3,21.1,55,41
Field Museum,223707,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,10.4,7.9,3.5,3.3,19.6,55,42
Field Museum,223721,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,10,7.7,3.4,3.6,17.9,57.5,41
Field Museum,223718,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,9.6,7.6,3.3,3.1,17.4,53.5,39
Field Museum,223719,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,10.5,7.7,3.3,3,17.9,57,40
Field Museum,223713,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,9.7,7.3,3.2,3.1,17.4,57.5,43
Field Museum,223720,Zosterops,everetti,boholensis,BOHOL,Z everetti boholensis,everetti,10,8.1,3.3,3.2,16.6,53.5,41
Field Museum,276657,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.6,7.7,3.4,3.2,17.7,55,47
Field Museum,276661,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.8,7.6,3.1,3.4,18.3,58,41
Field Museum,276674,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.6,7,3.3,3.1,17.1,56,39
Field Museum,276664,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.5,7.2,3.4,3.4,17,55.5,41
Field Museum,276671,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.3,7,3.6,3.1,16.4,58,42
Field Museum,276667,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,11.5,8.1,3.3,3.3,16.9,55.5,40
Field Museum,276668,Zosterops,everetti,boholensis,LEYTE,Z everetti boholensis,everetti,10.6,7.3,3.1,3.1,16.6,59,41
Field Museum,217590,Zosterops,everetti,siquijorensis,SIQUIJOR,Z everetti siquijorensis,everetti,9.9,8.3,3.3,2.9,15.9,50,38
Field Museum,217593,Zosterops,everetti,siquijorensis,SIQUIJOR,Z everetti siquijorensis,everetti,9.2,7,2.9,3,17.3,53,37
Field Museum,222859,Zosterops,everetti,siquijorensis,SIQUIJOR,Z everetti siquijorensis,everetti,10.6,8.3,3.4,3.6,17.8,57,37
Field Museum,219262,Zosterops,everetti,siquijorensis,SIQUIJOR,Z everetti siquijorensis,everetti,10.5,8,3.2,3.3,17.5,54.5,43
Field Museum,219261,Zosterops,everetti,siquijorensis,SIQUIJOR,Z everetti siquijorensis,everetti,9.7,7.3,3.2,3.3,16.9,57,43
Field Museum,257408,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.7,6.9,3,2.7,16.7,50,37
Field Museum,254260,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.9,6.9,3.1,3,16.7,52,37
Field Museum,257406,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.5,6.8,3.2,2.7,17.8,53,37
Field Museum,254263,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,8.7,6.4,3.1,2.8,15.3,50.5,40
Field Museum,254303,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,10,7.3,2.9,3.1,17,54,38
Field Museum,254270,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,10,7.1,3.1,2.7,17.6,52,38
Field Museum,257414,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.1,7.2,3.4,2.5,17.1,53,35
Field Museum,184515,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.3,6.3,2.4,2.2,16.7,51.5,38
Field Museum,184570,Zosterops,nigrorum,aureiloris,LUZON,Z nigrorum aureiloris,nigrorum,9.3,8.1,2.9,2.8,16.9,50.5,37
Field Museum,266569,Zosterops,nigrorum,luzonicus,LUZON,Z nigrorum luzonicus,nigrorum,10,7.3,3.4,3.1,16.3,56,41
Field Museum,266577,Zosterops,nigrorum,luzonicus,LUZON,Z nigrorum luzonicus,nigrorum,9.2,7.2,3.1,2.8,17.9,51.5,41
Field Museum,266570,Zosterops,nigrorum,luzonicus,LUZON,Z nigrorum luzonicus,nigrorum,10.3,7.7,3.3,3.2,17,49,36
Field Museum,266571,Zosterops,nigrorum,luzonicus,LUZON,Z nigrorum luzonicus,nigrorum,9.9,7.7,3.1,3,17.4,53,39
Field Museum,20060,Zosterops,nigrorum,nigrorum,TICAO,Z nigrorum nigrorum,nigrorum,9.5,7.8,3,3.3,19.2,55.5,41
Field Museum,20251,Zosterops,nigrorum,nigrorum,TICAO,Z nigrorum nigrorum,nigrorum,10.1,8.7,2.9,3,16.6,56,34
Field Museum,246424,Zosterops,nigrorum,nigrorum,NEGROS,Z nigrorum nigrorum,nigrorum,10.4,7.2,3.1,3.2,18.5,53.5,43
Field Museum,191348,Zosterops,nigrorum,nigrorum,NEGROS,Z nigrorum nigrorum,nigrorum,9.3,7,3.7,3,16.1,51.5,38
Field Museum,191341,Zosterops,nigrorum,nigrorum,NEGROS,Z nigrorum nigrorum,nigrorum,10.2,7.4,3.2,3.3,16.7,53,37
Field Museum,251501,Zosterops,nigrorum,nigrorum,NEGROS,Z nigrorum nigrorum,nigrorum,10.2,7.8,3.7,3,17.8,54.5,43
Field Museum,259878,Zosterops,nigrorum,innominatus,LUZON,Z nigrorum innominatus,nigrorum,8.9,7.5,2.9,2.8,17.5,53,38
Field Museum,259894,Zosterops,nigrorum,innominatus,LUZON,Z nigrorum innominatus,nigrorum,9.3,7.1,2.8,2.7,16.8,49.5,41
Field Museum,259893,Zosterops,nigrorum,innominatus,LUZON,Z nigrorum innominatus,nigrorum,10.1,7.9,3.1,2.9,18.3,52.5,36
Field Museum,259899,Zosterops,nigrorum,innominatus,LUZON,Z nigrorum innominatus,nigrorum,10.3,7.2,2.9,3,17.7,52,35
Field Museum,20247,Zosterops,nigrorum,richmondi,CAGAYANCILLO,Z nigrorum richmondi,nigrorum,11.1,8.7,3.4,3.6,17.9,57,46
Field Museum,20248,Zosterops,nigrorum,richmondi,CAGAYANCILLO,Z nigrorum richmondi,nigrorum,10.5,8,3.1,3.4,20.8,57,38
Field Museum,286516,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.1,7.9,3.7,3.3,18.8,58,42
Field Museum,286521,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.1,7.7,3.8,3.3,18.8,57.5,38
Field Museum,286523,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,10.8,8.3,3.8,3.6,18.6,59,39
Field Museum,284611,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.6,8,3.5,3.6,19.4,60,44
Field Museum,284595,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,10.8,8.4,3.2,3.3,19.9,61,39
Field Museum,284587,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.4,8.4,3.4,3.3,17.8,60,40
Field Museum,284609,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,10.4,7.9,3.1,3.6,19.9,59,43
Field Museum,284612,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.2,8.2,3.4,3.1,19.2,63,45
Field Museum,284622,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.1,8.2,3.6,3.5,18.5,61,42
Field Museum,284592,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11,8.3,3.6,3.2,20.1,58,40
Field Museum,284621,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.1,8.8,3.9,3.5,19.7,60,43
Field Museum,284613,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,10.9,8,3.7,3.4,19.5,59,34
Field Museum,284615,Zosterops,nigrorum,catarmanensis,CAMIGUIN,Z nigrorum catarmanensis,nigrorum CS,11.4,8.4,3.2,3.4,18.4,56,41
Field Museum,429299,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,9.8,6.4,2.4,2.9,17.2,56,39
Field Museum,449785,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10.2,7.4,3,2.8,15.9,51,34
Field Museum,252895,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,9.7,6.9,2.9,2.8,18.6,54.5,37
Field Museum,19747,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10.1,7,2.5,2.7,17.1,53,38
Field Museum,254259,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10.6,6.9,3.4,2.8,17.8,54,36
Field Museum,19746,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10,7,2.8,3,15.8,53,38
Field Museum,184493,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10.6,7.1,2.6,3,14.6,51,33
Field Museum,184494,Zosterops,montanus,whiteheadi,LUZON,Z montanus whiteheadi,montanus NORTH,10.1,6.9,2.9,3.1,17.9,52,35
Field Museum,275471,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.3,7.1,2.8,3.3,18.5,53,36
Field Museum,279646,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.8,7.5,3,3.4,16.7,56,40
Field Museum,275472,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.5,7.1,3.3,3.1,17.5,53.5,36
Field Museum,279637,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.7,6.8,2.9,2.9,17.2,56,38
Field Museum,279633,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.7,7.3,3.1,3.2,16.7,56.5,39
Field Museum,279640,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.6,6.9,2.6,3.1,17.5,55,37
Field Museum,279649,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.4,7.1,3.2,3.4,18.4,54,41
Field Museum,217460,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,9.5,7.4,3,2.3,17.1,56.5,39
Field Museum,217458,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,10.4,7.8,3,2.8,17.4,54,38
Field Museum,257249,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,11.7,8.8,3.1,3.1,18,59,42
Field Museum,257259,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,11.2,7.9,3,3,17.4,58,42
Field Museum,257257,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,11.3,7.5,3.3,2.7,18,57.5,40
Field Museum,257264,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,11.3,8,3.6,2.8,18.3,58,40
Field Museum,257252,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,11.8,8.6,3.6,3.6,17.9,56.5,42
Field Museum,257250,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,10.8,8.1,3.1,2.9,17.6,56,42
Field Museum,191359,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,9.9,7.8,3.1,3,17.6,55,32
Field Museum,187918,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,10.2,7.5,3.1,2.9,18.7,54.5,38
Field Museum,219515,Zosterops,montanus,pectoralis,NEGROS,Z montanus pectoralis,montanus SOUTH,10,7.5,2.9,3.2,17.3,52,33
Field Museum,227742,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.5,7.5,3.1,3.3,16.9,61,41
Field Museum,227722,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.1,7.5,3.3,3.1,17.7,55.5,39
Field Museum,227716,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.6,8.1,3.1,3,18.2,58.5,42
Field Museum,227708,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10,7.3,3.4,3.2,17.1,56,39
Field Museum,227704,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.9,7.3,3.1,3.2,17.5,53.5,34
Field Museum,227719,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.1,6.6,2.7,2.8,17.8,55,39
Field Museum,227732,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.8,7.8,3,3.5,17.1,55.5,41
Field Museum,227770,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,11.1,7.8,3,3.1,18.5,61,41
Field Museum,227729,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.4,7.8,3.2,3.3,17.3,55.5,40
Field Museum,227744,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,11.1,7.8,3.2,3.1,17.8,54,36
Field Museum,227717,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,11,7.2,3.3,3.4,17.4,56,36
Field Museum,227731,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.9,8,3,3.1,15.8,55,34
Field Museum,227762,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.3,7.9,3.4,3.1,17,54.5,37
Field Museum,392322,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,9.8,6.8,2.6,2.6,18.1,54.5,40
Field Museum,392321,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.4,7.4,2.7,3.2,16.9,55,41
Field Museum,357634,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,11.5,8.1,3.1,3.6,16.7,55.5,40
Field Museum,184500,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,11.4,7.4,2.9,3,17,56,41
Field Museum,275462,Zosterops,montanus,vulcani,MINDANAO,Z montanus vulcani,montanus SOUTH,10.4,7.1,3.4,3.2,17.3,56.5,41
Field Museum,244036,Zosterops,palpebrosus,palpebrosus,NEPAL,Z palpebrosus palpebrosus,palpebrosus,9.3,6,2.5,2.4,13.8,53,33
Field Museum,244033,Zosterops,palpebrosus,palpebrosus,NEPAL,Z palpebrosus palpebrosus,palpebrosus,9.5,6.4,2.5,2.9,12.6,51,36
Field Museum,243980,Zosterops,palpebrosus,palpebrosus,NEPAL,Z palpebrosus palpebrosus,palpebrosus,9.4,6.5,2.7,2.8,14.7,52,37
Field Museum,243987,Zosterops,palpebrosus,palpebrosus,NEPAL,Z palpebrosus palpebrosus,palpebrosus,9.4,6.8,2.8,2.4,14.9,52,40
Field Museum,243981,Zosterops,palpebrosus,palpebrosus,NEPAL,Z palpebrosus palpebrosus,palpebrosus,8.5,6.3,2.7,2.9,13.7,52.5,34
Field Museum,244069,Zosterops,palpebrosus,palpebrosus,ASSAM,Z palpebrosus palpebrosus,palpebrosus,9.7,7.2,2.8,2.9,14.7,53.5,39
Field Museum,80337,Zosterops,palpebrosus,williamsoni,LAOS,Z palpebrosus williamsoni,palpebrosus,9,6.7,2.6,2.9,15.7,52,34
Field Museum,80334,Zosterops,palpebrosus,williamsoni,LAOS,Z palpebrosus williamsoni,palpebrosus,9.7,7,2.6,2.9,15.1,51.5,37
Field Museum,91670,Zosterops,palpebrosus,williamsoni,LAOS,Z palpebrosus williamsoni,palpebrosus,9.7,7.1,3,2.4,15,54.5,40
Field Museum,244021,Zosterops,palpebrosus,nilgiriensis,GHATS,Z palpebrosus nilgiriensis,palpebrosus,9.9,6.9,2.9,2.9,14.7,54,43
Field Museum,244022,Zosterops,palpebrosus,nilgiriensis,GHATS,Z palpebrosus nilgiriensis,palpebrosus,10.8,7.9,3,2.9,16.7,56,43
Field Museum,244019,Zosterops,palpebrosus,nilgiriensis,GHATS,Z palpebrosus nilgiriensis,palpebrosus,10.9,7.5,3.1,3,13.5,56,41
Field Museum,244012,Zosterops,palpebrosus,nilgiriensis,GHATS,Z palpebrosus nilgiriensis,palpebrosus,11.1,8.2,3.2,3,15.3,53,42
Field Museum,244020,Zosterops,palpebrosus,nilgiriensis,GHATS,Z palpebrosus nilgiriensis,palpebrosus,10.4,7.4,3.4,2.9,15,55,44
Field Museum,243998,Zosterops,palpebrosus,occidentis,KATHIAWAR,Z palpebrosus occidentis,palpebrosus,8.2,6,3.1,2.6,15.5,54,39
Field Museum,243993,Zosterops,palpebrosus,occidentis,KATHIAWAR,Z palpebrosus occidentis,palpebrosus,7.9,5.8,2.8,2.8,15.5,53.5,39
Field Museum,243996,Zosterops,palpebrosus,occidentis,KATHIAWAR,Z palpebrosus occidentis,palpebrosus,8.6,6,2.8,2.6,15.5,55,40
Field Museum,243997,Zosterops,palpebrosus,occidentis,KATHIAWAR,Z palpebrosus occidentis,palpebrosus,8.7,6.3,2.9,2.5,14.4,53.5,39
Field Museum,244004,Zosterops,palpebrosus,occidentis,KATHIAWAR,Z palpebrosus occidentis,palpebrosus,8.4,6.4,2.8,3.2,16.2,53,40
Field Museum,244054,Zosterops,palpebrosus,occidentis,NCINDIA,Z palpebrosus occidentis,palpebrosus,8.5,6.5,2.8,3.1,15,54,39
Field Museum,257639,Zosterops,palpebrosus,egregius,SRILANKA,Z palpebrosus egregius,palpebrosus,8.7,6.3,2.6,2.8,15.9,51.5,37
Field Museum,257640,Zosterops,palpebrosus,egregius,SRILANKA,Z palpebrosus egregius,palpebrosus,9,6.4,2.7,3,14.2,56.5,41
Field Museum,257645,Zosterops,palpebrosus,egregius,SRILANKA,Z palpebrosus egregius,palpebrosus,8.3,6,2.5,2.5,15.4,52.5,39
Field Museum,257641,Zosterops,palpebrosus,egregius,SRILANKA,Z palpebrosus egregius,palpebrosus,9.1,6.6,2.6,2.9,14.1,52,40